pid,other_pids,title,year,journal,link,type
66/549,"['42/5460', '95/4670', 'c/FrancoisPSChin', '66/549']",MUI Cancellation for Uplink BS-CDMA in Broadband Mobile Communication Systems.,2008,VTC Fall,https://doi.org/10.1109/VETECF.2008.193,inproceedings
66/549,"['23/1245', '66/549', 'c/FrancoisPSChin']",Relaying and Power Control Strategy for 2-Hop Distributed Cooperative Communication.,2008,VTC Spring,https://doi.org/10.1109/VETECS.2008.33,inproceedings
66/549,"['52/739', '66/549', '81/2641']",Performance of orthogonal based modulation schemes for TH-UWB communication systems.,2007,IEICE Electron. Express,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1587/elex.4.238')])",article
66/549,"['23/1245', '66/549', 'c/FrancoisPSChin']",Antenna selection technique for MIMO-OFDM systems over frequency selective Rayleigh fading channel.,2007,IET Commun.,https://doi.org/10.1049/iet-com:20060294,article
66/549,"['38/1761-1', '81/2641', '66/549']",Receive antenna selection for MIMO-SM systems with linear MMSE receivers in the presence of unknown interference.,2007,IEEE Trans. Wirel. Commun.,https://doi.org/10.1109/TWC.2007.05427,article
66/549,"['52/739', '66/549', '81/2641', 'c/FrancoisPSChin']",A Hybrid M-Ary Modulation Scheme for Time Hopping UWB Communication Systems.,2007,ICASSP (3),https://doi.org/10.1109/ICASSP.2007.366744,inproceedings
66/549,"['52/739', '66/549', '81/2641', 'c/FrancoisPSChin']",Modulation Schemes Based on Orthogonal Pulses for Time Hopping Ultra Wideband Radio Systems.,2007,ICC,https://doi.org/10.1109/ICC.2007.690,inproceedings
66/549,"['23/1245', '66/549', 'c/FrancoisPSChin']",Performance Analysis of Distributed Space Time Coding: A Geometric Approach.,2007,PIMRC,https://doi.org/10.1109/PIMRC.2007.4394859,inproceedings
66/549,"['23/1245', '66/549', 'c/FrancoisPSChin', '98/153']",Successive Dirty Paper Coding: New Relaying Scheme for Cooperative Networks.,2007,PIMRC,https://doi.org/10.1109/PIMRC.2007.4394860,inproceedings
66/549,"['66/549', '81/2641', '42/5460', 'c/FrancoisPSChin']",A Simplified Approach for Peak-to-Average Power Reduction for Multicarrier Code Division Multiple Access Systems.,2007,PIMRC,https://doi.org/10.1109/PIMRC.2007.4394309,inproceedings
66/549,"['23/1245', '66/549', 'c/FrancoisPSChin']",Sub Optimal Antenna Selection Method for MIMO-OFDM Systems.,2007,VTC Spring,https://doi.org/10.1109/VETECS.2007.101,inproceedings
66/549,"['95/4670', '66/549', '81/2641', '42/5460']",Space-Frequency Coded BS-CDMA for Broadband Mobile Communication Systems.,2007,WCNC,https://doi.org/10.1109/WCNC.2007.44,inproceedings
66/549,"['52/739', '66/549', '81/2641', 'c/FrancoisPSChin']",M-ary Signaling for Ultra Wideband Communication Systems Based on Pulse Position and Orthogonal Pulse Shape Modulation.,2007,WCNC,https://doi.org/10.1109/WCNC.2007.519,inproceedings
66/549,"['95/4670', '66/549', '81/2641']",Layered -space-time architecture for MIMO block spread CDMA systems.,2006,IEEE Commun. Lett.,https://doi.org/10.1109/LCOMM.2006.02014.,article
66/549,"['52/739', '66/549', '81/2641']",Reduction of UWB interference at NB systems based on a generalized pulse waveform.,2006,IEICE Electron. Express,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1587/elex.3.361')])",article
66/549,"['54/2098', '42/5460', 'c/FrancoisPSChin', '66/549']",Performance analysis of an over-sampling multi-channel equalization for a multi-band uwb system.,2006,IEEE Trans. Wirel. Commun.,https://doi.org/10.1109/TWC.2006.1673069,article
66/549,"['38/1761-1', '81/2641', '66/549']",Tap Selection Based Multipath Channel Equalization For UWB Systems.,2006,ICASSP (4),https://doi.org/10.1109/ICASSP.2006.1661012,inproceedings
66/549,"['38/1761-1', '81/2641', '66/549']",Receive Antenna Selection for MIMO Systems in the Presence of Unknown Interference.,2006,ICC,https://doi.org/10.1109/ICC.2006.255744,inproceedings
66/549,"['23/1245', '66/549', 'c/FrancoisPSChin']",Performance Analysis of Broadband Wireless Access Systems with Antenna Selection.,2006,PIMRC,https://doi.org/10.1109/PIMRC.2006.254032,inproceedings
66/549,"['95/4670', '66/549', '81/2641', '42/5460']",On Channel Estimation for Layered Space-Time Block Spread CDMA Systems.,2006,VTC Spring,https://doi.org/10.1109/VETECS.2006.1683141,inproceedings
66/549,"['38/1761-1', '81/2641', '66/549', 'c/FrancoisPSChin']",Diagonally Loaded Linear MMSE Equalization for UWB Multipath Channel Under Limited Training Sample Support.,2006,VTC Spring,https://doi.org/10.1109/VETECS.2006.1683279,inproceedings
66/549,"['38/1761-1', '81/2641', '66/549']",Matching pursuit-based tap selection technique for UWB channel equalization.,2005,IEEE Commun. Lett.,https://doi.org/10.1109/LCOMM.2005.1506719,article
66/549,"['38/1761-1', '81/2641', '66/549']",Performance evaluation of tap selection based MMSE equalization for UWB systems.,2005,IEICE Electron. Express,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1587/elex.2.176')])",article
66/549,"['95/4670', '66/549', '81/2641', '72/6767']",Analysis of space-time coded block spread systems for CDMA downlink.,2005,GLOBECOM,https://doi.org/10.1109/GLOCOM.2005.1578072,inproceedings
66/549,"['38/1761-1', '81/2641', '66/549']",Tap selection based MMSE equalization for high data rate UWB communication systems.,2005,ISCAS (6),https://doi.org/10.1109/ISCAS.2005.1465862,inproceedings
66/549,"['42/5460', 'c/FrancoisPSChin', '66/549']",Performance studies of a VSF-OFCDM system using a symbol relocated scheme during retransmission.,2005,WCNC,https://doi.org/10.1109/WCNC.2005.1424669,inproceedings
66/549,"['66/549', 'c/FrancoisPSChin', '98/153', '17/2247']",Single Carrier Cyclic Prefix-Assisted CDMA System with Frequency Domain Equalization for High Data Rate Transmission.,2004,EURASIP J. Wirel. Commun. Netw.,"[OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1155/S1687147204405076')]), 'https://www.wikidata.org/entity/Q59148663']",article
66/549,"['17/2247', '66/549']",A two-dimensional multipath channel estimator for CDMA systems with timing-offset errors.,2004,IEEE Commun. Lett.,https://doi.org/10.1109/LCOMM.2004.828224,article
66/549,"['66/549', 'c/FrancoisPSChin']",Enhanced architecture for residue number system-based CDMA for high-rate data transmission.,2004,IEEE Trans. Wirel. Commun.,https://doi.org/10.1109/TWC.2004.833509,article
66/549,"['70/128', '66/549', 'c/FrancoisPSChin']",Power spectral density and in-band interference power of UWB signals at narrowband systems.,2004,ICC,https://doi.org/10.1109/ICC.2004.1313207,inproceedings
66/549,"['38/1761-1', '81/2641', '66/549']",MMSE detection for high data rate UWB MIMO systems.,2004,VTC Fall (2),https://doi.org/10.1109/VETECF.2004.1400266,inproceedings
66/549,"['42/5460', '66/549', '120/8093']",Performance studies of interleaving schemes for MC-CDMA systems.,2004,WCNC,https://doi.org/10.1109/WCNC.2004.1311406,inproceedings
66/549,"['29/6766', '66/549', 'c/FrancoisPSChin']",QRD-RLS Adaptive Equalizer and its CORDIC-Based Implementation for CDMA Systems.,2003,Int. J. Wirel. Opt. Commun.,https://doi.org/10.1142/S0219799503000033,article
66/549,"['54/2098', '66/549', 'c/FrancoisPSChin']",Peak-to-average power reduction using partial transmit sequences: a suboptimal approach based on dual layered phase sequencing.,2003,IEEE Trans. Broadcast.,https://doi.org/10.1109/TBC.2003.813440,article
66/549,"['120/8627', '66/549', 'c/FrancoisPSChin']",Capacity enhancement of a multi-user OFDM system using dynamic frequency allocation.,2003,IEEE Trans. Broadcast.,https://doi.org/10.1109/TBC.2003.819525,article
66/549,"['66/549', 'c/FrancoisPSChin', '81/2641']",Incremental Redundancy and Link Adaptation in Wireless Local Area Networks Using Residue Number Systems.,2003,Wirel. Pers. Commun.,https://doi.org/10.1023/B:WIRE.0000012272.95696.ab,article
66/549,"['66/549', '17/2247', 'c/FrancoisPSChin']",Optimal and sub-optimal training sequence design for two-dimensional maximum-likelihood channel estimator for single-carrier and multicarrier quasisynchronous CDMA systems.,2003,ICASSP (4),https://doi.org/10.1109/ICASSP.2003.1202576,inproceedings
66/549,"['66/549', '31/5743', '06/2695', '24/4483', '29/6766', '35/353', 'c/FrancoisPSChin']",Space-time equalizer for advanced 3GPP WCDMA mobile terminal: experimental results.,2003,ISCAS (2),https://doi.org/10.1109/ISCAS.2003.1205944,inproceedings
66/549,"['66/549', 'c/FrancoisPSChin', '98/153']",A novel pilot structure for the downlink transmission of cyclic prefix assisted single carrier CDMA system with frequency domain equalisation.,2003,ISCAS (2),https://doi.org/10.1109/ISCAS.2003.1205946,inproceedings
66/549,"['17/2247', '66/549', 'c/FrancoisPSChin']",Software-defined decision-feedback multi-user detection in frequency domain for single-carrier and multi-carrier CDMA systems - a sequential quadratic programming approach.,2003,PIMRC,https://doi.org/10.1109/PIMRC.2003.1260313,inproceedings
66/549,"['66/549', '42/5460', '72/6767', 'c/FrancoisPSChin']",Performance studies of a multiband multicarrier CDMA system with a simplified receiver structure using despreader before equalizer.,2003,PIMRC,https://doi.org/10.1109/PIMRC.2003.1259205,inproceedings
66/549,"['54/2098', '66/549', 'c/FrancoisPSChin']",Conventional quadrature mixer for impulse radio receivers- filter design issues.,2003,PIMRC,https://doi.org/10.1109/PIMRC.2003.1259233,inproceedings
66/549,"['17/2247', '66/549', 'c/FrancoisPSChin']",Multistage interference cancellation with frequency domain equalization for uplink transmission of single carrier cyclic prefix assisted CDMA system.,2003,WCNC,https://doi.org/10.1109/WCNC.2003.1200415,inproceedings
66/549,"['120/8627', '66/549', 'c/FrancoisPSChin']",Capacity enhancement of a multi-user OFDM system using dynamic frequency allocation.,2003,WCNC,https://doi.org/10.1109/WCNC.2003.1200671,inproceedings
66/549,"['66/549', 'c/FrancoisPSChin']",Residue number system-based multicarrier CDMA system for high-speed broadband wireless access.,2002,IEEE Trans. Broadcast.,https://doi.org/10.1109/11.992855,article
66/549,"['81/2641', '66/549', '30/6609']",MAC units for matched filters in DS-CDMA systems.,2002,IEEE Trans. Broadcast.,https://doi.org/10.1109/11.992856,article
66/549,"['81/2641', '66/549']",An Efficient VLSI Architecture for the Computation of 1-D Discrete Wavelet Transform.,2002,J. VLSI Signal Process.,https://doi.org/10.1023/A:1015409104441,article
66/549,"['66/549', 'c/FrancoisPSChin']",Performance Studies of a Reside Number System Based CDMA System over Bursty Communication Channels.,2002,Wirel. Pers. Commun.,https://doi.org/10.1023/A:1016062126473,article
66/549,"['29/6766', '66/549', 'c/FrancoisPSChin']",CORDIC Based QRD-RLS Adaptive Equalizer for CDMA Systems.,2002,PWC,https://doi.org/10.1007/978-0-387-35618-1_30,inproceedings
66/549,"['66/549', 'c/FrancoisPSChin']",An efficient method for high-rate data transmission using residue number system based DS-CDMA.,2002,PIMRC,https://doi.org/10.1109/PIMRC.2001.965450,inproceedings
66/549,"['66/549', 'c/FrancoisPSChin']",Design of a high-speed MC-CDMA system for broadband mobile radio communications.,2002,PIMRC,https://doi.org/10.1109/PIMRC.2001.965310,inproceedings
66/549,"['66/549', 'c/FrancoisPSChin']",Improving bandwidth efficiency for a residue number system based DS-CDMA system.,2001,VTC Fall,https://doi.org/10.1109/VTC.2001.956595,inproceedings
66/549,"['66/549', 'c/FrancoisPSChin']",Incorporating incremental redundancy and link adaptation in communication systems using residue number systems.,2001,VTC Fall,https://doi.org/10.1109/VTC.2001.957150,inproceedings
66/549,"['66/549', 'c/FrancoisPSChin']",Code synchronization and path delay estimation for a CDMA system using long code masking.,2000,ISCAS,https://doi.org/10.1109/ISCAS.2000.856010,inproceedings
66/549,"['81/2641', '66/549', 'c/FrancoisPSChin']",MAC units for matched filters in DS-CDMA systems.,2000,PIMRC,https://doi.org/10.1109/PIMRC.2000.881605,inproceedings
66/549,"['66/549', '27/6054', '43/1564']",Intonation component of a text-to-speech system for Hindi.,1993,Comput. Speech Lang.,https://doi.org/10.1006/csla.1993.1015,article
66/549,"['66/549', '27/6054', '15/1757', '43/1564']",Synthesizing intonation for speech in hindi.,1991,EUROSPEECH,http://www.isca-speech.org/archive/eurospeech_1991/e91_1153.html,inproceedings
15/3108,"['172/5585', '233/3535', '91/283', '15/3108']",Soldering defect detection in automatic optical inspection.,2020,Adv. Eng. Informatics,https://doi.org/10.1016/j.aei.2019.101004,article
15/3108,"['178/6391', '29/8287', '41/5360', '264/8130', '15/3108', '73/5332', '81/2498']",Interactive visual labelling versus active learning: an experimental comparison.,2020,Frontiers Inf. Technol. Electron. Eng.,https://doi.org/10.1631/FITEE.1900549,article
15/3108,"['172/5585', '159/1492', '91/283', '15/3108']",Self-supervised Pairing Image Clustering and Its Application in Cyber Manufacturing.,2020,CW,https://doi.org/10.1109/CW49994.2020.00012,inproceedings
15/3108,"['278/5602', '15/3108']",Generation of Irregular Music Patterns With Deep Learning.,2020,CW,https://doi.org/10.1109/CW49994.2020.00038,inproceedings
15/3108,"['233/3535', '172/5585', '91/283', '15/3108']",One class based feature learning approach for defect detection using deep autoencoders.,2019,Adv. Eng. Informatics,https://doi.org/10.1016/j.aei.2019.100933,article
15/3108,"['178/6391', '29/8287', '210/5316', '15/3108', '73/5332', '81/2498']","Interactive labelling of a multivariate dataset for supervised machine learning using linked visualisations, clustering, and active learning.",2019,Vis. Informatics,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.1016/j.visinf.2019.03.002')])",article
15/3108,['15/3108'],Music in the Air with Leap Motion Controller.,2019,CW,https://doi.org/10.1109/CW.2019.00018,inproceedings
15/3108,"['44/166', '233/3535', '172/5585', '91/283', '15/3108']",Detection Defect in Printed Circuit Boards using Unsupervised Feature Extraction Upon Transfer Learning.,2019,CW,https://doi.org/10.1109/CW.2019.00025,inproceedings
15/3108,"['178/6391', '73/5332', '81/2498', '15/3108']",Eye-Tracking Based Adaptive Parallel Coordinates.,2019,SIGGRAPH Asia Posters,https://doi.org/10.1145/3355056.3364563,inproceedings
15/3108,"['146/4793', '56/5589', '15/3108']",Interactive rendering of translucent materials under area lights using voxels and Poisson disk samples.,2018,Comput. Graph.,https://doi.org/10.1016/j.cag.2018.01.001,article
15/3108,"['41/5360', '15/3108']",Mid-air interaction with optical tracking for 3D modeling.,2018,Comput. Graph.,https://doi.org/10.1016/j.cag.2018.04.004,article
15/3108,"['40/3229', '15/3108']",Interactive Cutting of Thin Deformable Objects.,2018,Symmetry,"OrderedDict([('@type', 'oa'), ('#text', 'https://doi.org/10.3390/sym10010017')])",article
15/3108,"['01/267', '15/3108']",Tangible Video Communication over the Internet.,2018,CGI,https://doi.org/10.1145/3208159.3208183,inproceedings
15/3108,"['01/267', '15/3108']",Towards Asynchronous Video-Haptic Interaction in Cyberspace.,2018,CW,https://doi.org/10.1109/CW.2018.00038,inproceedings
15/3108,"['172/5585', '233/3535', '91/283', '15/3108']",Towards Automatic Optical Inspection of Soldering Defects.,2018,CW,https://doi.org/10.1109/CW.2018.00074,inproceedings
15/3108,"['233/3535', '172/5585', '91/283', '15/3108']",Unsupervised Surface Defect Detection Using Deep Autoencoders and Data Augmentation.,2018,CW,https://doi.org/10.1109/CW.2018.00076,inproceedings
15/3108,"['61/5208', '15/3108']",Foreword to the Special Issue on 2016 International Conference on Cyberworlds (CYBERWORLDS 2016).,2017,Comput. Graph.,https://doi.org/10.1016/j.cag.2017.02.006,article
15/3108,"['133/0376', '03/850', '15/3108', 'f/DWFellner']",Procedural modeling of architecture with round geometry.,2017,Comput. Graph.,"['https://doi.org/10.1016/j.cag.2017.01.004', 'https://www.wikidata.org/entity/Q59043225']",article
15/3108,"['146/4793', '56/5589', '15/3108']",Interactive screenspace fragment rendering for direct illumination from area lights using gradient aware subdivision and radial basis function interpolation.,2017,Comput. Graph.,https://doi.org/10.1016/j.cag.2017.01.003,article
15/3108,"['156/3618', '94/104', '15/3108']",Tangible images of real life scenes.,2017,Comput. Graph.,"['https://doi.org/10.1016/j.cag.2017.02.004', 'https://www.wikidata.org/entity/Q56988539']",article
